timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1538060577601,43,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-20,text,true,,2516,206,39,39,http://10.0.10.10:9966/petclinic/api/owners,43,0,0
1538060577602,42,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-23,text,true,,2516,206,39,39,http://10.0.10.10:9966/petclinic/api/owners,42,0,0
1538060577603,41,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-25,text,true,,2516,206,39,39,http://10.0.10.10:9966/petclinic/api/owners,41,0,0
1538060577603,41,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-24,text,true,,2516,206,39,39,http://10.0.10.10:9966/petclinic/api/owners,41,0,0
1538060577614,30,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-38,text,true,,2516,206,39,39,http://10.0.10.10:9966/petclinic/api/owners,30,0,0
1538060577604,40,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-27,text,true,,2516,206,39,39,http://10.0.10.10:9966/petclinic/api/owners,40,0,1
1538060577605,40,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-29,text,true,,2516,206,43,43,http://10.0.10.10:9966/petclinic/api/owners,40,0,0
1538060577606,39,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-31,text,true,,2516,206,49,49,http://10.0.10.10:9966/petclinic/api/owners,39,0,0
1538060577606,41,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-32,text,true,,2516,206,75,75,http://10.0.10.10:9966/petclinic/api/owners,41,0,2
1538060577604,44,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-26,text,true,,2516,206,98,98,http://10.0.10.10:9966/petclinic/api/owners,11,0,1
1538060577612,41,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-37,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,41,0,1
1538060577613,40,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-36,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,40,0,0
1538060577587,68,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-1,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,68,0,1
1538060577609,47,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-34,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,47,0,1
1538060577593,64,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-7,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,45,0,1
1538060577607,50,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-33,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,49,0,1
1538060577611,62,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-35,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,62,0,0
1538060577593,80,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-9,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,80,0,1
1538060577638,38,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-5,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,38,0,13
1538060577646,38,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-76,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,31,0,8
1538060577646,39,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-71,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,39,0,8
1538060577648,38,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-45,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,37,0,9
1538060577646,40,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-84,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,40,0,7
1538060577588,99,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-2,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,99,0,1
1538060577589,98,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-3,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,98,0,1
1538060577646,42,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-82,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,42,0,8
1538060577647,42,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-64,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,42,0,7
1538060577591,99,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-4,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,99,0,1
1538060577648,45,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-49,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,44,0,7
1538060577646,48,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-80,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,48,0,8
1538060577646,49,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-78,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,48,0,8
1538060577648,47,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-26,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,47,0,9
1538060577642,54,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-14,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,54,0,10
1538060577645,52,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-88,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,52,0,8
1538060577646,52,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-74,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,51,0,8
1538060577645,53,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-31,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,53,0,7
1538060577643,57,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-18,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,57,0,9
1538060577647,54,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-65,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,54,0,8
1538060577657,45,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-7,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,44,0,3
1538060577643,60,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-17,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,60,0,9
1538060577647,57,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-32,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,57,0,7
1538060577641,64,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-11,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,63,0,11
1538060577645,61,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-97,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,61,0,8
1538060577645,62,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-95,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,62,0,8
1538060577646,62,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-72,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,62,0,8
1538060577645,63,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-90,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,63,0,8
1538060577642,70,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-21,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,69,0,10
1538060577655,57,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-1,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,56,0,5
1538060577645,68,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-29,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,68,0,7
1538060577638,78,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-28,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,78,0,13
1538060577644,72,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-20,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,72,0,8
1538060577644,76,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-25,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,76,0,8
1538060577653,68,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-37,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,67,0,5
1538060577645,76,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-93,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,76,0,7
1538060577647,77,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-61,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,76,0,8
1538060577647,77,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-53,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,75,0,8
1538060577647,77,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-57,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,77,0,8
1538060577640,84,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-8,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,84,0,12
1538060577648,78,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-41,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,78,0,9
1538060577645,82,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-96,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,82,0,8
1538060577695,34,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-78,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,34,0,0
1538060577706,24,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-97,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,24,0,1
1538060577688,43,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-3,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,42,0,0
1538060577644,88,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-38,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,88,0,8
1538060577685,49,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-71,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,48,0,1
1538060577686,48,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-84,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,48,0,1
1538060577645,90,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-98,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,90,0,7
1538060577704,32,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-32,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,32,0,1
1538060577676,61,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-5,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,61,0,0
1538060577647,90,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-55,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,90,0,8
1538060577673,70,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-35,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,70,0,1
1538060577701,42,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-18,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,42,0,0
1538060577702,41,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-7,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,41,0,0
1538060577696,48,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-14,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,48,0,0
1538060577698,49,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-74,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,49,0,0
1538060577735,12,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-98,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,12,0,0
1538060577731,18,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-3,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,18,0,2
1538060577641,109,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-12,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,109,0,11
1538060577737,15,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-5,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,14,0,1
1538060577721,31,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-37,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,31,0,1
1538060577708,45,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-72,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,44,0,0
1538060577729,26,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-78,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,26,0,1
1538060577645,111,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-91,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,111,0,8
1538060577713,45,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-29,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,45,0,1
1538060577726,32,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-41,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,32,0,1
1538060577724,35,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-61,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,35,0,1
1538060577645,116,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-87,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,116,0,8
1538060577647,114,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-56,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,114,0,8
1538060577615,147,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-39,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,147,0,42
1538060577646,117,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-83,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,117,0,8
1538060577642,122,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-16,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,122,0,10
1538060577648,118,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-48,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,118,0,7
1538060577643,124,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-19,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,124,0,9
1538060577688,80,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-82,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,80,0,0
1538060577656,114,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-34,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,114,0,4
1538060577647,125,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-67,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,125,0,7
1538060577695,77,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-26,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,77,0,1
1538060577646,126,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-68,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,123,0,8
1538060577645,133,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-100,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,133,0,7
1538060577721,58,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-93,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,58,0,1
1538060577686,94,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-45,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,94,0,1
1538060577644,137,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-27,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,137,0,8
1538060577657,125,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-33,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,125,0,3
1538060577645,139,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-85,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,139,0,8
1538060577645,141,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-89,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,141,0,8
1538060577647,141,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-63,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,141,0,8
1538060577646,144,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-73,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,143,0,8
1538060577648,143,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-46,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,143,0,9
1538060577638,155,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-6,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,155,0,13
1538060577646,148,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-79,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,148,0,8
1538060577648,147,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-43,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,147,0,9
1538060577645,151,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-92,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,151,0,7
1538060577730,67,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-97,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,66,0,2
1538060577648,152,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-50,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,150,0,7
1538060577744,57,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-14,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,57,0,1
1538060577646,156,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-81,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,156,0,8
1538060577716,88,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-28,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,88,0,4
1538060577648,157,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-52,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,157,0,7
1538060577674,133,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-9,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,133,0,0
1538060577642,166,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-13,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,166,0,10
1538060577705,105,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-11,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,105,0,0
1538060577645,165,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-86,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,165,0,8
1538060577640,171,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-30,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,171,0,12
1538060577724,89,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-53,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,89,0,1
1538060577646,168,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-75,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,167,0,8
1538060577701,114,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-65,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,114,0,1
1538060577647,169,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-58,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,169,0,8
1538060577648,181,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-47,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,181,0,9
1538060577647,183,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-62,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,183,0,8
1538060577644,187,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-22,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,187,0,8
1538060577648,184,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-40,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,184,0,9
1538060577648,185,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-42,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,185,0,9
1538060577638,197,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-10,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,196,0,13
1538060577646,190,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-69,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,190,0,8
1538060577646,192,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-77,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,192,0,8
1538060577643,196,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-15,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,195,0,9
1538060577653,186,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-36,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,186,0,5
1538060577647,195,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-60,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,195,0,8
1538060577697,147,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-88,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,147,0,1
1538060577699,148,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-31,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,148,0,0
1538060577736,112,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-32,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,112,0,1
1538060577707,143,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-95,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,143,0,1
1538060577782,68,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-33,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,68,0,1
1538060577694,157,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-80,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,157,0,1
1538060577708,145,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-90,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,145,0,1
1538060577779,74,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-93,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,74,0,1
1538060577758,97,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-29,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,97,0,0
1538060577805,51,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-52,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,51,0,1
1538060577761,95,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-87,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,95,0,1
1538060577734,124,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-84,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,124,0,1
1538060577793,67,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-6,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,67,0,1
1538060577810,50,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-11,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,50,0,1
1538060577757,105,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-91,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,105,0,1
1538060577743,121,HTTP Request,200,,jp@gc - Ultimate Thread Group 1-18,text,true,,2516,206,100,100,http://10.0.10.10:9966/petclinic/api/owners,121,0,1
